"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20228930","엘리멘탈","2023-06-14","2085860168","31.5","1253989679","150.7","10267907376","205897","123956","151.3","1031003","1292","4556"
"2","2","-1","OLD","20226411","범죄도시3","2023-05-31","1827405808","27.6","883425316","93.6","94217715046","180899","86415","91.5","9509589","1220","5070"
"3","3","0","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","1113057243","16.8","552072665","98.4","2879756455","102322","52458","105.2","265404","1068","3691"
"4","4","0","OLD","20211937","귀공자","2023-06-21","868850567","13.1","383274226","78.9","2580666940","83427","35685","74.7","267566","889","3350"
"5","5","0","OLD","20231971","플래시","2023-06-14","342688069","5.2","147172758","75.3","5968808814","31466","13051","70.9","559153","644","1264"
"6","6","0","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","130739400","2.0","-30742700","-19","292221500","12282","-3034","-19.8","27598","175","469"
"7","7","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","63200556","1.0","30868807","95.5","7606924412","6403","3142","96.4","751359","213","262"
"8","8","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","23685895","0.4","9813964","70.7","44272828448","2178","892","69.4","4200815","64","77"
"9","9","-1","OLD","20227654","수라","2023-06-21","15264402","0.2","2884825","23.3","156323807","1558","258","19.8","17555","106","119"
"10","10","20","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","11947848","0.2","10060520","533.1","4445609576","1248","1052","536.7","576292","82","84"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","2126506550","34.6","40646382","1.9","12394413926","210688","4791","2.3","1241691","1331","4551"
"2","2","0","OLD","20226411","범죄도시3","2023-05-31","1600208224","26.0","-227197584","-12.4","95817923270","157892","-23007","-12.7","9667481","1212","4887"
"3","3","0","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","959940919","15.6","-153116324","-13.8","3839697374","88653","-13669","-13.4","354057","1039","3473"
"4","4","0","OLD","20211937","귀공자","2023-06-21","837288138","13.6","-31562429","-3.6","3417955078","80202","-3225","-3.9","347768","885","3167"
"5","5","0","OLD","20231971","플래시","2023-06-14","280092069","4.6","-62596000","-18.3","6248900883","26023","-5443","-17.3","585176","633","1180"
"6","6","0","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","99946800","1.6","-30792600","-23.6","392168300","9356","-2926","-23.8","36954","170","453"
"7","7","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","61153823","1.0","-2046733","-3.2","7668078235","6242","-161","-2.5","757601","214","254"
"8","8","0","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","22426328","0.4","-1259567","-5.3","44295254776","2085","-93","-4.3","4202900","67","76"
"9","9","1","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","16646524","0.3","4698676","39.3","4462256100","1749","501","40.1","578041","79","84"
"10","10","-1","OLD","20227654","수라","2023-06-21","16486298","0.3","1221896","8","172810105","1667","109","7","19222","106","115"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","646020543","30.1","-1480486007","-69.6","13040434469","65138","-145550","-69.1","1306829","1019","3634"
"2","2","0","OLD","20226411","범죄도시3","2023-05-31","624141978","29.0","-976066246","-61","96442065248","64764","-93128","-59","9732245","1030","4611"
"3","3","1","OLD","20211937","귀공자","2023-06-21","328039298","15.3","-509248840","-60.8","3745994376","33427","-46775","-58.3","381195","855","3200"
"4","4","-1","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","285727865","13.3","-674213054","-70.2","4125425239","26426","-62227","-70.2","380483","914","3029"
"5","5","0","OLD","20231971","플래시","2023-06-14","91576964","4.3","-188515105","-67.3","6340477847","8810","-17213","-66.1","593986","554","1173"
"6","6","0","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","39254200","1.8","-60692600","-60.7","431422500","3795","-5561","-59.4","40749","163","401"
"7","7","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","18599319","0.9","-42554504","-69.6","7686677554","1944","-4298","-68.9","759545","204","257"
"8","8","0","NEW","20224579","악마들","2023-07-05","16596000","0.8","16596000","100","16596000","1833","1833","100","1833","8","9"
"9","9","27","OLD","20231931","슈가: 로드 투 디데이","2023-06-16","23006000","1.1","20227500","728","76526500","1060","921","662.6","3757","64","91"
"10","10","0","OLD","20227654","수라","2023-06-21","9584499","0.4","-6901799","-41.9","182394604","1029","-638","-38.3","20251","97","109"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","671359810","32.9","25339267","3.9","13711794279","68442","3304","5.1","1375271","1069","3689"
"2","2","0","OLD","20226411","범죄도시3","2023-05-31","527623157","25.8","-96518821","-15.5","96969688405","54780","-9984","-15.4","9787025","1049","4584"
"3","3","0","OLD","20211937","귀공자","2023-06-21","302179430","14.8","-25859868","-7.9","4048173806","30991","-2436","-7.3","412186","864","3192"
"4","4","0","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","292412316","14.3","6684451","2.3","4417837555","27339","913","3.5","407822","923","2999"
"5","5","0","OLD","20231971","플래시","2023-06-14","86617419","4.2","-4959545","-5.4","6427095266","8500","-310","-3.5","602486","554","1141"
"6","6","0","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","35316900","1.7","-3937300","-10","466739400","3407","-388","-10.2","44156","156","389"
"7","7","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","18099498","0.9","-499821","-2.7","7704777052","1930","-14","-0.7","761475","202","255"
"8","8","2","OLD","20227654","수라","2023-06-21","13081454","0.6","3496955","36.5","195476058","1470","441","42.9","21721","109","126"
"9","9","2","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","9249948","0.5","-827583","-8.2","44314582255","942","-50","-5","4204834","64","73"
"10","10","6","OLD","20217688","광대: 소리꾼","2022-02-24","3878000","0.2","1918000","97.9","167201770","554","274","97.9","21766","2","4"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","889896195","25.6","218536385","32.6","14601690474","110279","41837","61.1","1485550","1032","3476"
"2","2","14","OLD","20232273","인디아나 존스: 운명의 다이얼","2023-06-28","899860134","25.9","894869134","17929.7","918459134","106952","106611","31264.2","108049","1261","3934"
"3","3","-1","OLD","20226411","범죄도시3","2023-05-31","478562304","13.8","-49060853","-9.3","97448250709","61293","6513","11.9","9848318","975","3674"
"4","4","0","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","303120389","8.7","10708073","3.7","4720957944","34942","7603","27.8","442764","701","1657"
"5","5","-2","OLD","20211937","귀공자","2023-06-21","248447782","7.1","-53731648","-17.8","4296621588","30638","-353","-1.1","442824","728","1898"
"6","6","0","NEW","20219331","여름날 우리","2021-08-25","97530680","2.8","97530680","100","474005400","11792","11792","100","53408","224","303"
"7","7","0","NEW","20232220","2022 영탁 단독 콘서트 ""탁쇼""","2023-06-28","281517500","8.1","281517500","100","281517500","11730","11730","100","11730","72","146"
"8","8","0","NEW","20231781","애스터로이드 시티","2023-06-28","70498381","2.0","70498381","100","116143381","9022","9022","100","12266","269","420"
"9","9","-4","OLD","20231971","플래시","2023-06-14","37255809","1.1","-49361610","-57","6464351075","4757","-3743","-44","607243","253","324"
"10","10","0","NEW","20081375","샤이닝","2023-06-28","28068717","0.8","28068717","100","85617317","3834","3834","100","10735","45","79"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","724625034","28.7","-165271161","-18.6","15326315508","73793","-36486","-33.1","1559343","1017","3477"
"2","2","0","OLD","20232273","인디아나 존스: 운명의 다이얼","2023-06-28","560487175","22.2","-339372959","-37.7","1478946309","56649","-50303","-47","164698","1208","3857"
"3","3","0","OLD","20226411","범죄도시3","2023-05-31","421611330","16.7","-56950974","-11.9","97869862039","49050","-12243","-20","9897368","930","3643"
"4","4","1","OLD","20211937","귀공자","2023-06-21","218031227","8.6","-30416555","-12.2","4514652815","21896","-8742","-28.5","464720","717","1894"
"5","5","-1","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","210957705","8.3","-92162684","-30.4","4931915649","20047","-14895","-42.6","462811","687","1575"
"6","6","5","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","61297500","2.4","33056500","117.1","556277900","6319","2851","82.2","53943","167","333"
"7","7","-1","OLD","20219331","여름날 우리","2021-08-25","55879217","2.2","-41651463","-42.7","529884617","5961","-5831","-49.4","59369","222","309"
"8","8","-1","OLD","20232220","2022 영탁 단독 콘서트 ""탁쇼""","2023-06-28","93400500","3.7","-188117000","-66.8","374918000","3893","-7837","-66.8","15623","57","125"
"9","9","-1","OLD","20231781","애스터로이드 시티","2023-06-28","33200717","1.3","-37297664","-52.9","149344098","3504","-5518","-61.2","15770","254","379"
"10","10","-1","OLD","20231971","플래시","2023-06-14","24334507","1.0","-12921302","-34.7","6488685582","2613","-2144","-45.1","609856","233","304"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","1342655433","35.0","618030399","85.3","16668970941","133211","59418","80.5","1692554","1094","3906"
"2","2","0","OLD","20232273","인디아나 존스: 운명의 다이얼","2023-06-28","782255883","20.4","221768708","39.6","2261202192","76669","20020","35.3","241367","1244","4113"
"3","3","0","OLD","20226411","범죄도시3","2023-05-31","616843198","16.1","195231868","46.3","98486705237","72032","22982","46.9","9969400","980","3867"
"4","4","1","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","377248263","9.8","166290558","78.8","5309163912","34876","14829","74","497687","711","1660"
"5","5","-1","OLD","20211937","귀공자","2023-06-21","265216884","6.9","47185657","21.6","4779869699","26457","4561","20.8","491177","708","1932"
"6","6","1","OLD","20219331","여름날 우리","2021-08-25","74280983","1.9","18401766","32.9","604165600","7490","1529","25.7","66859","221","314"
"7","7","1","OLD","20232220","2022 영탁 단독 콘서트 ""탁쇼""","2023-06-28","117897000","3.1","24496500","26.2","492815000","4913","1020","26.2","20536","61","129"
"8","8","-2","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","49899300","1.3","-11398200","-18.6","606177200","4839","-1480","-23.4","58782","143","265"
"9","9","1","OLD","20231971","플래시","2023-06-14","39214060","1.0","14879553","61.1","6527899642","4174","1561","59.7","614030","227","300"
"10","10","-1","OLD","20231781","애스터로이드 시티","2023-06-28","40223768","1.0","7023051","21.2","189567866","4054","550","15.7","19824","265","397"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","2938583289","39.4","1595927856","118.9","19607554230","289901","156690","117.6","1982455","1349","5355"
"2","2","0","OLD","20232273","인디아나 존스: 운명의 다이얼","2023-06-28","1634901197","21.9","852645314","109","3896103389","155154","78485","102.4","396521","1268","4208"
"3","3","0","OLD","20226411","범죄도시3","2023-05-31","1144877845","15.4","528034647","85.6","99631583082","129963","57931","80.4","10099363","932","3771"
"4","4","0","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","604599543","8.1","227351280","60.3","5913763455","57623","22747","65.2","555310","717","1467"
"5","5","0","OLD","20211937","귀공자","2023-06-21","449173999","6.0","183957115","69.4","5229043698","42972","16515","62.4","534149","692","1637"
"6","6","0","OLD","20219331","여름날 우리","2021-08-25","119451386","1.6","45170403","60.8","723616986","11558","4068","54.3","78417","230","327"
"7","7","0","OLD","20232220","2022 영탁 단독 콘서트 ""탁쇼""","2023-06-28","170534500","2.3","52637500","44.6","663349500","7106","2193","44.6","27642","64","134"
"8","8","1","OLD","20231971","플래시","2023-06-14","67874439","0.9","28660379","73.1","6595774081","6691","2517","60.3","620721","219","278"
"9","9","-1","OLD","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","64061600","0.9","14162300","28.4","670238800","5756","917","19","64538","148","265"
"10","10","4","OLD","20231589","파이어하트","2023-06-28","49629350","0.7","41758250","530.5","91069900","5553","4626","499","11079","184","361"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228930","엘리멘탈","2023-06-14","2669092347","40.8","-269490942","-9.2","22276646577","264713","-25188","-8.7","2247168","1364","5257"
"2","2","0","OLD","20232273","인디아나 존스: 운명의 다이얼","2023-06-28","1351888448","20.6","-283012749","-17.3","5247991837","129440","-25714","-16.6","525961","1262","4029"
